"","country","points","price","province","variety"
"142610","Australia",87,30,"South Australia","Shiraz"
"80003","Chile",86,17,"Colchagua Valley","Cabernet Sauvignon"
"104654","Chile",88,20,"Cachapoal Valley","Cabernet Sauvignon"
"139985","Chile",90,28,"Colchagua Valley","Cabernet Sauvignon"
"90686","Greece",85,16,"Corinth","Agiorgitiko"
"4818","France",88,NA,"Burgundy","Chardonnay"
"66941","New Zealand",89,36,"Marlborough","Chardonnay"
"106384","US",84,14,"New York","Chardonnay"
"128959","France",93,60,"Burgundy","Chardonnay"
"12863","US",91,70,"Washington","Cabernet Sauvignon"
"113097","Argentina",89,50,"Mendoza Province","Malbec"
"103296","Italy",86,13,"Veneto","Glera"
"141867","Chile",89,21,"Casablanca Valley","Chardonnay"
"137630","US",92,32,"Washington","Mourvèdre"
"150704","US",85,16,"California","Zinfandel"
"71882","Italy",91,105,"Piedmont","Nebbiolo"
"16358","US",88,17,"California","Cabernet Sauvignon"
"31367","France",92,46,"Burgundy","Pinot Noir"
"135807","Italy",91,46,"Sicily & Sardinia","White Blend"
"45849","US",84,21,"California","Chardonnay"
"51992","Australia",88,30,"Western Australia","Riesling"
"89106","US",88,14,"California","Chardonnay"
"135336","US",92,28,"California","Chardonnay"
"89978","Italy",94,75,"Tuscany","Red Blend"
"76069","US",85,20,"New York","Merlot"
"130177","US",89,115,"California","Bordeaux-style Red Blend"
"2898","Portugal",91,23,"Douro","Portuguese Red"
"4627","US",88,20,"Washington","Bordeaux-style Red Blend"
"71836","Italy",88,22,"Sicily & Sardinia","Nero d'Avola"
"49371","Spain",85,19,"Northern Spain","Tinto Fino"
"63711","US",85,20,"California","Rosé"
"8379","US",86,35,"California","Cabernet Sauvignon"
"120637","US",91,49,"California","Merlot"
"84424","Italy",94,NA,"Piedmont","Nebbiolo"
"66862","US",86,35,"California","Syrah"
"31840","Portugal",82,NA,"Alentejano","Portuguese Red"
"42039","US",92,42,"California","Carignane"
"93766","US",83,16,"California","Cabernet Sauvignon"
"46323","Italy",87,NA,"Tuscany","Sangiovese Grosso"
"141763","France",90,NA,"Bordeaux","Bordeaux-style White Blend"
"132572","US",90,18,"Oregon","Pinot Gris"
"82479","Italy",88,25,"Veneto","Corvina, Rondinella, Molinara"
"143076","Spain",86,28,"Northern Spain","Tempranillo"
"120124","Lebanon",83,19,"Bekaa Valley","White Blend"
"132148","Spain",88,20,"Northern Spain","Tinta de Toro"
"134959","US",88,24,"Oregon","Pinot Noir"
"113550","US",84,35,"California","Zinfandel"
"26694","France",94,56,"Southwest France","Malbec"
"11217","Italy",88,20,"Northeastern Italy","Ribolla Gialla"
"111905","Portugal",90,NA,"Douro","Portuguese White"
"36249","US",87,38,"California","Cabernet Sauvignon"
"35706","Argentina",83,11,"Mendoza Province","Malbec-Merlot"
"92530","US",91,18,"California","Chardonnay"
"113158","US",87,30,"California","Cabernet Franc"
"50718","Italy",86,NA,"Piedmont","Barbera"
"68033","New Zealand",86,17,"Marlborough","Sauvignon Blanc"
"66879","Italy",87,20,"Northeastern Italy","Pinot Grigio"
"99457","Italy",88,29,"Tuscany","Vernaccia"
"63230","Chile",84,10,"Colchagua Valley","White Blend"
"105113","France",93,45,"Loire Valley","Sauvignon Blanc"
"23003","Italy",87,15,"Tuscany","Prugnolo Gentile"
"119825","Australia",84,10,"Australia Other","Shiraz"
"44433","Italy",90,90,"Tuscany","Cabernet Franc"
"134393","France",86,NA,"Bordeaux","Bordeaux-style Red Blend"
"63634","New Zealand",85,16,"Marlborough","Pinot Noir"
"145719","Australia",88,28,"Western Australia","Shiraz"
"41048","Italy",88,NA,"Veneto","Trebbiano"
"125476","US",89,16,"California","Sauvignon Blanc"
"93879","Italy",88,20,"Tuscany","Red Blend"
"67448","US",84,65,"California","Cabernet Sauvignon"
"21184","France",91,NA,"Bordeaux","Bordeaux-style Red Blend"
"10459","Italy",86,15,"Central Italy","Merlot"
"108266","US",83,15,"California","Rosé"
"136650","Austria",89,32,"Kamptal","Riesling"
"144735","Austria",90,27,"Niederösterreich","Grüner Veltliner"
"28663","US",87,12,"California","Red Blend"
"120411","US",83,20,"California","Sauvignon Blanc"
"66245","US",88,18,"California","Pinot Gris"
"29024","US",90,25,"California","Pinot Noir"
"76204","France",91,NA,"Bordeaux","Bordeaux-style Red Blend"
"118526","Argentina",84,9,"Other","Pinot Grigio"
"63019","US",88,28,"Washington","Syrah"
"19583","Italy",93,NA,"Veneto","Corvina, Rondinella, Molinara"
"18625","US",95,45,"California","Chardonnay"
"16489","US",90,26,"California","Meritage"
"121892","Portugal",90,25,"Estremadura","Touriga Nacional Blend"
"107549","US",87,25,"California","Syrah"
"126887","Italy",86,13,"Tuscany","Red Blend"
"12841","South Africa",91,26,"Stellenbosch","Syrah"
"49072","Portugal",85,NA,"Trás-os-Montes","Portuguese Red"
"80704","France",92,NA,"Burgundy","Pinot Noir"
"131305","New Zealand",92,22,"Marlborough","Chardonnay"
"103806","New Zealand",86,30,"Marlborough","Sauvignon Blanc"
"121638","Portugal",84,NA,"Port","Port"
"72291","France",86,NA,"Champagne","Champagne Blend"
"8385","Italy",86,9,"Lombardy","Turbiana"
"3543","Italy",89,65,"Piedmont","Nebbiolo"
"143040","US",82,25,"California","Riesling"
"59671","Argentina",86,34,"Mendoza Province","Chardonnay"
"42331","US",91,58,"California","Pinot Noir"
"63173","US",88,45,"California","Chardonnay"
"76168","France",91,18,"Southwest France","Red Blend"
"15965","US",89,36,"Washington","Cabernet Sauvignon"
"62229","France",85,50,"Bordeaux","Bordeaux-style Red Blend"
"22144","Italy",91,60,"Tuscany","Sangiovese Grosso"
"24844","US",89,30,"Washington","Bordeaux-style Red Blend"
"128152","US",82,17,"California","Sauvignon Blanc"
"141833","US",84,50,"California","Pinot Noir"
"69272","Italy",90,36,"Northeastern Italy","Pinot Bianco"
"136213","US",82,20,"California","Merlot"
"61185","US",87,18,"California","Merlot"
"9238","France",85,30,"Loire Valley","Pinot Noir"
"62098","Argentina",87,12,"Mendoza Province","Malbec"
"39174","US",86,20,"New York","Merlot"
"128364","Australia",86,25,"South Australia","Viognier"
"47748","Italy",88,NA,"Piedmont","Barbera"
"6131","Portugal",85,15,"Lisboa","Touriga Nacional"
"68287","US",85,9,"California","Syrah"
"16074","Spain",89,22,"Central Spain","Tempranillo"
"125149","US",88,20,"Washington","Zinfandel"
"140084","US",87,28,"California","Chardonnay"
"137764","Spain",89,80,"Catalonia","Red Blend"
"122552","US",87,39,"California","Pinot Noir"
"47698","US",89,45,"California","Pinot Noir"
"139942","US",85,24,"California","Zinfandel"
"49698","Chile",89,12,"Central Valley","Sauvignon Blanc"
"127496","US",97,100,"California","Cabernet Sauvignon"
"96819","Austria",89,36,"Burgenland","Red Blend"
"42550","US",91,49,"Washington","Bordeaux-style Red Blend"
"79927","US",84,7,"Washington","Chardonnay"
"103589","US",82,20,"California","Semillon-Sauvignon Blanc"
"10783","France",94,57,"Bordeaux","Bordeaux-style Red Blend"
"124011","US",90,20,"Washington","Syrah"
"118189","US",84,23,"California","Pinot Noir"
"2694","Italy",90,55,"Piedmont","Nebbiolo"
"46066","Italy",87,NA,"Tuscany","Sangiovese"
"81786","US",84,32,"California","Red Blend"
"113775","Moldova",84,8,"Moldova","Cabernet Sauvignon-Merlot"
"46732","US",84,29,"California","Roussanne"
"35302","US",93,48,"California","Pinot Noir"
"1082","US",87,38,"California","Cabernet Sauvignon"
"133644","Argentina",85,18,"Mendoza Province","Riesling"
"63762","US",96,150,"California","Cabernet Sauvignon"
"95767","US",85,36,"California","Cabernet Sauvignon"
"60731","Italy",87,15,"Central Italy","Merlot"
"129285","Chile",85,11,"Colchagua Valley","Cabernet Sauvignon"
"135992","France",95,250,"Rhône Valley","Syrah"
"131203","France",88,NA,"Loire Valley","Chenin Blanc"
"29163","Italy",87,NA,"Tuscany","Sangiovese"
"147177","US",85,11,"California","Chardonnay"
"90094","US",90,28,"California","Red Blend"
"105947","Germany",82,18,"Franken","Silvaner"
"388","US",90,28,"California","Cabernet Sauvignon"
"95521","Italy",93,90,"Northeastern Italy","Chardonnay"
"10186","US",87,24,"California","Chenin Blanc"
"102303","Italy",87,NA,"Piedmont","Barbera"
"71673","Italy",85,22,"Southern Italy","Negroamaro"
"79646","Spain",87,15,"Catalonia","Sparkling Blend"
"18569","Greece",86,60,"Epanomi","Chardonnay"
"62463","US",85,10,"California","Cabernet Sauvignon"
"70478","US",92,54,"California","Pinot Noir"
"11233","Spain",90,30,"Northern Spain","Cabernet Sauvignon"
"150880","US",83,16,"California","Pinot Noir"
"138126","South Africa",87,11,"Western Cape","White Blend"
"11564","Argentina",80,16,"Mendoza Province","Chardonnay"
"71620","US",86,24,"California","Chardonnay"
"80896","US",85,60,"Washington","Sangiovese"
"30440","US",85,11,"America","Red Blend"
"30103","US",92,45,"California","Chardonnay"
"26779","Austria",92,25,"Traisental","Riesling"
"42538","South Africa",88,13,"Stellenbosch","Meritage"
"62950","US",86,13,"Washington","Red Blend"
"140249","US",84,22,"California","Merlot"
"3985","US",88,15,"California","Riesling"
"90549","Italy",85,11,"Northeastern Italy","Chardonnay"
"12052","Chile",87,10,"Colchagua Valley","Carmenère"
"35967","Chile",87,13,"Colchagua Valley","Cabernet Sauvignon"
"26025","Italy",86,14,"Sicily & Sardinia","Grillo"
"83753","Argentina",81,18,"Mendoza Province","Malbec"
"9395","France",92,NA,"Burgundy","Chardonnay"
"50449","France",89,20,"Languedoc-Roussillon","Rosé"
"96242","Italy",91,60,"Tuscany","Sangiovese Grosso"
"129447","Argentina",83,18,"Mendoza Province","Cabernet Sauvignon"
"123648","Argentina",87,18,"Mendoza Province","Pinot Noir"
"31766","France",85,15,"Bordeaux","Bordeaux-style Red Blend"
"87986","Italy",85,13,"Veneto","Garganega"
"123957","Portugal",88,14,"Alentejano","Portuguese White"
"77424","France",90,NA,"Bordeaux","Bordeaux-style Red Blend"
"62333","Spain",87,20,"Galicia","Albariño"
"70008","Portugal",88,20,"Douro","Touriga Nacional"
"9040","Austria",89,14,"Niederösterreich","Zweigelt"
"45162","Spain",85,17,"Galicia","Mencía"
"29943","France",87,16,"Bordeaux","Bordeaux-style Red Blend"
"43465","US",91,38,"California","Red Blend"
"21676","Italy",93,80,"Tuscany","Sangiovese Grosso"
"76544","Chile",87,20,"Maipo Valley","Cabernet Sauvignon"
"2176","US",87,30,"California","Chardonnay"
"133770","Portugal",89,14,"Beira Interior","Touriga Nacional"
"147182","Chile",88,8,"Casablanca Valley","Chardonnay"
"58491","Italy",91,60,"Tuscany","Sangiovese Grosso"
"30665","US",92,19,"California","Pinot Grigio"
"7557","France",87,NA,"Alsace","Pinot Blanc"
"18669","US",94,63,"Oregon","Pinot Noir"
"97009","Spain",84,10,"Central Spain","White Blend"
"68754","Chile",86,14,"Colchagua Valley","Carmenère"
"138510","Italy",90,40,"Central Italy","White Blend"
"89505","Portugal",84,13,"Tejo","Portuguese Red"
"140779","Italy",87,13,"Piedmont","Moscato"
"124708","Italy",87,18,"Veneto","Prosecco"
"38819","France",86,13,"Bordeaux","Bordeaux-style White Blend"
"96573","South Africa",86,11,"Western Cape","Chenin Blanc-Chardonnay"
"102582","Chile",86,37,"Casablanca Valley","Red Blend"
"93580","Australia",89,38,"South Australia","Shiraz"
"10950","US",90,56,"California","Pinot Noir"
"145281","Spain",90,18,"Northern Spain","Godello"
"14032","Italy",86,10,"Veneto","Garganega"
"137662","France",93,25,"Southwest France","Petit Manseng"
"55135","Italy",85,NA,"Veneto","Pinot Nero"
"102200","Argentina",88,17,"Other","Torrontés"
"77468","Italy",87,16,"Southern Italy","Pallagrello"
"2418","Spain",89,23,"Northern Spain","Tempranillo"
"146389","Italy",83,7,"Northeastern Italy","Pinot Grigio"
"83017","US",87,28,"California","Chardonnay"
"141045","Italy",90,45,"Tuscany","Sangiovese"
"142690","France",82,10,"Languedoc-Roussillon","Chardonnay"
"109141","US",81,10,"California","Chardonnay"
"31302","Austria",91,13,"Kremstal","Grüner Veltliner"
"89041","US",87,19,"California","Chardonnay"
"61112","US",86,33,"California","Cabernet Sauvignon"
"54700","Italy",90,175,"Tuscany","Sangiovese"
"11509","Germany",94,52,"Mosel","Riesling"
"47449","US",94,125,"California","Cabernet Sauvignon"
"56326","Italy",90,75,"Piedmont","Nebbiolo"
"15125","Greece",87,14,"Peloponnese","White Blend"
"118240","Italy",84,9,"Central Italy","White Blend"
"35117","Spain",88,14,"Northern Spain","Tinta de Toro"
"82809","Slovenia",90,40,"Brda","Pinot Noir"
"20266","US",86,19,"Oregon","Pinot Gris"
"39807","US",85,22,"California","White Blend"
"126746","Italy",87,45,"Central Italy","Sagrantino"
"138849","US",82,13,"New York","Chardonnay"
"121854","US",93,25,"California","Chardonnay"
"139166","US",93,40,"California","Meritage"
"88155","Italy",84,13,"Veneto","Merlot"
"59940","US",87,36,"California","Syrah"
"115190","US",91,17,"Washington","Viognier"
"139762","Italy",92,NA,"Tuscany","Red Blend"
"48481","Chile",86,15,"Rapel Valley","Sauvignon Blanc"
"150918","France",92,30,"Champagne","Champagne Blend"
"18861","Portugal",92,NA,"Douro","Touriga Nacional"
"59887","US",83,18,"California","Cabernet Sauvignon"
"80969","US",87,50,"California","Zinfandel"
"147374","US",86,30,"California","Zinfandel"
"43938","Austria",88,14,"Niederösterreich","Grüner Veltliner"
"102019","Italy",87,NA,"Piedmont","Barbera"
"148858","US",88,18,"Washington","White Blend"
"147683","Italy",87,15,"Veneto","Prosecco"
"52230","Chile",86,17,"Maipo Valley","Carmenère"
"4756","France",93,34,"Bordeaux","Bordeaux-style Red Blend"
"37376","US",87,27,"California","Pinot Noir"
"40008","France",84,17,"Bordeaux","Bordeaux-style Red Blend"
"23374","Chile",87,18,"Casablanca Valley","Sauvignon Blanc"
"112853","US",82,27,"California","Zinfandel"
"60114","Portugal",90,23,"Port","Port"
"15848","US",91,30,"Oregon","Chardonnay"
"137658","US",93,275,"California","Bordeaux-style Red Blend"
"43480","US",86,45,"Oregon","Pinot Noir"
"131074","Germany",94,60,"Mosel-Saar-Ruwer","Riesling"
"56162","Greece",88,19,"Drama","White Blend"
"125846","Italy",85,NA,"Tuscany","Sangiovese"
"17393","France",87,25,"Rhône Valley","Syrah"
"3538","Italy",89,29,"Northeastern Italy","Gewürztraminer"
"7365","Italy",87,18,"Tuscany","Red Blend"
"43043","New Zealand",89,20,"Martinborough","Pinot Noir"
"52183","Italy",95,NA,"Piedmont","Nebbiolo"
"15261","Germany",92,58,"Mosel","Riesling"
"132438","Argentina",88,20,"Other","Malbec"
"70639","US",85,35,"California","Syrah"
"96518","US",90,22,"California","Petite Sirah"
"116183","US",88,32,"California","Cabernet Sauvignon"
"39352","US",86,40,"California","Pinot Noir"
"29179","US",87,16,"New York","Rosé"
"52063","US",93,39,"California","Pinot Noir"
"116461","US",82,15,"Washington","Cabernet Sauvignon"
"105197","France",85,9,"Southwest France","Red Blend"
"101528","US",87,28,"Oregon","Pinot Noir"
"25877","US",85,24,"Oregon","Roussanne"
"50052","US",89,65,"California","Chardonnay"
"118150","US",93,40,"California","Pinot Noir"
"18599","US",86,25,"California","Pinot Noir"
"20619","Germany",84,12,"Mosel","Riesling"
"4470","US",88,28,"California","Grenache Blanc"
"81058","US",85,29,"California","Zinfandel"
"92017","US",84,17,"Ohio","Chardonnay"
"136402","South Africa",90,23,"Elgin","Chardonnay"
"149775","Chile",89,40,"Maipo Valley","Cabernet Sauvignon"
"84911","Italy",88,18,"Tuscany","Red Blend"
"55518","France",94,68,"Loire Valley","Chenin Blanc"
"111932","Italy",88,19,"Northeastern Italy","Sauvignon"
"50673","US",85,20,"California","Merlot"
"18347","Argentina",87,20,"Mendoza Province","Cabernet Sauvignon"
"133917","New Zealand",89,75,"Martinborough","Syrah"
"112923","Greece",87,16,"Santorini","White Blend"
"134201","US",84,18,"California","Carignan"
"111248","US",85,10,"California","Red Blend"
"95507","US",88,19,"California","Chardonnay"
"142346","US",87,27,"California","Chardonnay"
"53704","Austria",93,NA,"Burgenland","Chardonnay"
"142987","Spain",88,7,"Northern Spain","Rosé"
"111704","US",87,24,"California","Barbera"
"47692","Italy",89,35,"Veneto","Corvina, Rondinella, Molinara"
"81593","US",88,60,"California","Cabernet Sauvignon"
"84567","France",83,12,"Southwest France","Rosé"
"31442","Portugal",89,18,"Lisboa","Portuguese White"
"11734","France",92,26,"Rhône Valley","Rhône-style Red Blend"
"115390","France",94,102,"Burgundy","Chardonnay"
"122135","US",93,27,"California","Chardonnay"
"55616","France",88,NA,"Southwest France","Chenin Blanc-Chardonnay"
"52961","US",91,28,"Washington","Rosé"
"17361","US",84,22,"California","Syrah"
"148353","Australia",86,10,"South Australia","Cabernet Sauvignon"
"15425","US",91,26,"California","Cabernet Sauvignon"
"83281","US",94,46,"California","Merlot"
"118505","US",84,16,"California","Rosé"
"34110","France",84,70,"Rhône Valley","Rhône-style White Blend"
"20381","Chile",85,10,"Central Valley","Cabernet Sauvignon"
"95057","US",92,32,"California","Zinfandel"
"66426","Austria",88,24,"Thermenregion","Pinot Noir"
"64552","Spain",84,12,"Northern Spain","Tinta de Toro"
"94365","US",85,35,"New York","Cabernet Sauvignon"
"138172","France",86,16,"Languedoc-Roussillon","Rosé"
"64731","US",83,50,"California","Cabernet Sauvignon"
"78829","US",87,45,"California","Pinot Noir"
"93985","US",86,40,"California","Cabernet Sauvignon"
"103741","France",89,NA,"Champagne","Champagne Blend"
"142568","France",94,57,"Bordeaux","Bordeaux-style Red Blend"
"53592","US",83,15,"California","Red Blend"
"104872","Argentina",85,17,"Other","Torrontés"
"28677","US",87,18,"New York","Sauvignon Blanc"
"45846","Spain",84,10,"Northern Spain","White Blend"
"10938","US",90,48,"Oregon","Pinot Noir"
"39429","Italy",92,40,"Tuscany","Sangiovese"
"41169","Italy",88,20,"Tuscany","Red Blend"
"23795","Argentina",85,18,"Other","Cabernet Sauvignon"
"69811","Chile",83,8,"Maipo Valley","Cabernet Sauvignon"
"146919","US",89,30,"California","Cabernet Sauvignon"
"53607","US",83,18,"California","Cabernet Sauvignon"
"59139","New Zealand",87,24,"Central Otago","Pinot Noir"
"44778","Italy",90,20,"Piedmont","Barbera"
"114033","Italy",89,20,"Tuscany","Sangiovese"
"149339","New Zealand",90,34,"Central Otago","Chardonnay"
"86548","Italy",82,20,"Piedmont","Moscato"
"136861","France",87,NA,"Bordeaux","Bordeaux-style White Blend"
"65619","US",94,135,"California","Cabernet Sauvignon"
"15129","Greece",86,14,"Vin de Pays de Macédoine","White Blend"
"85952","US",90,20,"California","Sauvignon Blanc"
"86045","Austria",90,52,"Kremstal","Riesling"
"94182","US",88,41,"California","Meritage"
"48660","US",86,35,"New York","Merlot"
"50616","Spain",87,49,"Levante","Cabernet Franc"
"136837","US",90,31,"Washington","Sangiovese"
"134410","France",93,NA,"Loire Valley","Sauvignon Blanc"
"70357","South Africa",87,15,"Stellenbosch","Pinotage"
